135,86.65,31.11,-8.37
136,86.65,31.08,-8.4
137,86.65,31.05,-8.42
138,86.65,31.03,-8.45
139,86.65,31,-8.47
140,86.65,30.97,-8.5
141,86.65,30.96,-8.52
142,86.65,30.96,-8.52
143,86.63,30.14,-9.32
144,86.63,30.11,-9.35
145,86.63,30.1,-9.36
146,86.63,30.09,-9.37
147,86.63,30.05,-9.41
148,86.63,30.05,-9.41
149,86.63,29.7,-9.75
150,86.63,29.7,-9.75
151,86.63,29.7,-9.75
152,86.63,29.69,-9.76
153,86.63,29.67,-9.78
154,86.63,29.63,-9.82
155,86.63,29.61,-9.84
156,86.63,29.59,-9.86
157,86.63,29.58,-9.87
158,86.63,29.57,-9.88
159,86.63,29.57,-9.88
160,86.62,29.05,-10.39
161,86.62,29.02,-10.42
162,86.62,29.01,-10.43
163,86.62,28.98,-10.46
164,86.62,28.95,-10.49
165,86.62,28.93,-10.5
166,86.62,28.93,-10.51
167,86.62,28.92,-10.52
168,86.62,28.89,-10.55
169,86.62,28.87,-10.56
170,86.62,28.87,-10.56
171,86.61,28.37,-11.05
172,86.62,28.37,-11.05
173,86.62,28.37,-11.06
174,86.61,28.36,-11.06
175,86.62,28.35,-11.07
176,86.62,28.35,-11.08
177,86.62,28.34,-11.08
178,86.62,28.33,-11.09
179,86.61,28.32,-11.1
180,86.61,28.31,-11.11
181,86.61,28.31,-11.11
182,86.61,27.96,-11.45
183,86.61,27.96,-11.45
184,86.61,27.96,-11.45
185,86.61,27.95,-11.46
186,86.61,27.95,-11.46
187,86.61,27.93,-11.48
188,86.61,27.94,-11.47
189,86.61,27.94,-11.47
190,86.61,27.93,-11.47
191,86.61,27.91,-11.49
192,86.61,27.91,-11.49
193,86.61,27.71,-11.69
194,86.61,27.69,-11.71
195,86.61,27.68,-11.71
196,86.61,27.67,-11.73
197,86.61,27.67,-11.72
198,86.61,27.67,-11.72
199,86.61,27.66,-11.74
200,86.61,27.63,-11.76
201,86.61,27.62,-11.77
202,86.61,27.61,-11.78
203,86.61,27.61,-11.78
204,86.61,27.31,-12.07
205,86.61,27.33,-12.05
206,86.61,27.32,-12.05
207,86.6,27.3,-12.07
208,86.6,27.29,-12.09
209,86.61,27.31,-12.07
210,86.61,27.31,-12.07
211,86.61,27.29,-12.09
212,86.61,27.28,-12.1
213,86.61,27.28,-12.1
214,86.61,27.28,-12.1
215,86.6,26.95,-12.41
216,86.6,26.95,-12.42
217,86.6,26.93,-12.43
218,86.6,26.93,-12.43
219,86.6,26.92,-12.44
220,86.6,26.9,-12.46
221,86.6,26.87,-12.49
222,86.6,26.87,-12.49
223,86.6,26.87,-12.49
224,86.6,26.86,-12.5
225,86.6,26.86,-12.5
226,86.6,26.69,-12.66
227,86.6,26.68,-12.67
228,86.6,26.68,-12.67
229,86.6,26.68,-12.67
230,86.6,26.67,-12.68
231,86.6,26.65,-12.7
232,86.6,26.64,-12.71
233,86.6,26.64,-12.71
234,86.59,26.63,-12.71
235,86.6,26.64,-12.7
236,86.6,26.64,-12.7
237,86.6,26.42,-12.92
238,86.59,26.4,-12.93
239,86.59,26.38,-12.95
240,86.59,26.38,-12.95
241,86.59,26.37,-12.96
242,86.59,26.36,-12.97
243,86.59,26.36,-12.97
244,86.59,26.36,-12.97
245,86.59,26.34,-12.99
246,86.59,26.33,-13
247,86.59,26.33,-13
248,86.59,26.17,-13.15
249,86.59,26.17,-13.15
250,86.59,26.16,-13.16
251,86.59,26.17,-13.15
252,86.59,26.16,-13.16
253,86.59,26.16,-13.16
254,86.59,26.18,-13.14
255,86.59,26.18,-13.14
256,86.59,26.17,-13.15
257,86.59,26.18,-13.14
258,86.59,26.18,-13.14
259,86.59,26.14,-13.18
260,86.59,26.14,-13.18
261,86.59,26.15,-13.18
262,86.59,26.13,-13.19
263,86.59,26.13,-13.19
264,86.59,26.12,-13.2
265,86.58,26.12,-13.2
266,86.58,26.11,-13.21
267,86.58,26.11,-13.21
268,86.58,26.11,-13.21
269,86.58,26.11,-13.21
270,86.65,33.27,-6.07
271,86.66,33.25,-6.09
272,86.66,33.2,-6.13
273,86.66,33.17,-6.16
274,86.66,33.16,-6.17
275,86.66,33.12,-6.21
276,86.66,33.08,-6.25
277,86.66,33.04,-6.3
278,86.66,33.02,-6.32
279,86.66,32.98,-6.35
280,86.66,32.98,-6.35
281,86.67,39.52,0.17
282,86.67,39.47,0.12
283,86.67,39.42,0.08
284,86.67,39.38,0.03
285,86.67,39.32,-0.02
286,86.68,39.25,-0.09
287,86.68,39.19,-0.16
288,86.68,39.15,-0.2
289,86.68,39.1,-0.25
290,86.68,39.05,-0.29
291,86.68,39.05,-0.29
292,86.68,37.34,-2.01
293,86.68,37.31,-2.04
294,86.68,37.25,-2.1
295,86.68,37.19,-2.15
296,86.68,37.15,-2.2
297,86.68,37.09,-2.26
298,86.68,37.04,-2.3
299,86.68,37,-2.35
300,86.68,36.96,-2.39
301,86.68,36.92,-2.43
302,86.68,36.92,-2.43
303,86.67,35.49,-3.86
304,86.67,35.47,-3.88
305,86.67,35.42,-3.92
306,86.67,35.38,-3.97
307,86.67,35.33,-4.01
308,86.67,35.33,-4.01
309,86.67,34.56,-4.78
310,86.67,34.52,-4.82
311,86.67,34.48,-4.87
312,86.67,34.45,-4.9
313,86.67,34.43,-4.92
314,86.67,34.39,-4.96
315,86.67,34.34,-5.01
316,86.67,34.3,-5.05
317,86.66,34.25,-5.09
318,86.66,34.21,-5.14
319,86.66,34.21,-5.14
320,86.66,33.09,-6.26
321,86.66,33.06,-6.28
322,86.66,33.03,-6.31
323,86.66,33.01,-6.33
324,86.66,32.99,-6.35
325,86.66,32.99,-6.35
326,86.66,32.48,-6.86
327,86.66,32.45,-6.89
328,86.66,32.41,-6.94
329,86.66,32.37,-6.97
330,86.66,32.35,-6.99
331,86.66,32.34,-7
332,86.66,32.3,-7.04
333,86.65,32.25,-7.09
334,86.65,32.22,-7.12
335,86.65,32.22,-7.13
336,86.65,32.22,-7.13
337,86.65,31.4,-7.94
338,86.65,31.36,-7.99
339,86.65,31.32,-8.02
340,86.65,31.32,-8.03
341,86.65,31.29,-8.06
342,86.65,31.29,-8.06
343,86.64,30.79,-8.56
344,86.64,30.78,-8.57
345,86.64,30.77,-8.58
346,86.64,30.76,-8.58
347,86.64,30.74,-8.6
348,86.64,30.72,-8.62
349,86.64,30.69,-8.65
350,86.64,30.69,-8.66
351,86.64,30.66,-8.68
352,86.64,30.64,-8.7
353,86.64,30.64,-8.7
354,86.64,30.09,-9.26
355,86.64,30.06,-9.29
356,86.64,30.04,-9.31
357,86.64,30,-9.34
358,86.64,29.99,-9.35
359,86.64,29.98,-9.36
360,86.64,29.96,-9.39
361,86.64,29.93,-9.41
362,86.64,29.91,-9.43
363,86.64,29.89,-9.45
364,86.64,29.89,-9.45
365,86.64,29.31,-10.04
366,86.64,29.28,-10.07
367,86.64,29.26,-10.08
368,86.63,29.26,-10.09
369,86.64,29.23,-10.11
370,86.64,29.21,-10.13
371,86.64,29.2,-10.15
372,86.64,29.18,-10.17
373,86.64,29.17,-10.17
374,86.64,29.14,-10.21
375,86.64,29.14,-10.21
376,86.63,28.64,-10.7
377,86.63,28.62,-10.72
378,86.63,28.6,-10.74
379,86.63,28.59,-10.75
380,86.63,28.59,-10.76
381,86.63,28.57,-10.77
382,86.63,28.56,-10.79
383,86.63,28.54,-10.8
384,86.62,28.51,-10.83
385,86.62,28.51,-10.84
386,86.62,28.51,-10.84
387,86.62,28.08,-11.27
388,86.62,28.08,-11.27
389,86.62,28.09,-11.26
390,86.62,28.08,-11.26
391,86.62,28.06,-11.29
392,86.62,28.05,-11.3
393,86.62,28.03,-11.31
394,86.62,28.02,-11.32
395,86.62,28.01,-11.33
396,86.62,28.01,-11.33
397,86.62,28.01,-11.33
398,86.61,27.76,-11.59
399,86.61,27.76,-11.59
400,86.61,27.75,-11.6
401,86.61,27.75,-11.6
402,86.61,27.73,-11.62
403,86.61,27.71,-11.64
404,86.61,27.7,-11.65
405,86.61,27.7,-11.65
406,86.61,27.71,-11.64
407,86.61,27.7,-11.65
408,86.61,27.7,-11.65
409,86.61,27.48,-11.88
410,86.61,27.47,-11.88
411,86.61,27.46,-11.89
412,86.61,27.45,-11.9
413,86.61,27.45,-11.9
414,86.61,27.45,-11.9
415,86.61,27.45,-11.9
416,86.61,27.43,-11.93
417,86.61,27.41,-11.94
418,86.61,27.41,-11.94
419,86.61,27.41,-11.94
420,86.61,27.12,-12.23
421,86.6,27.11,-12.24
422,86.6,27.11,-12.24
423,86.6,27.09,-12.26
424,86.6,27.08,-12.27
425,86.6,27.07,-12.28
426,86.6,27.08,-12.27
427,86.6,27.07,-12.28
428,86.6,27.07,-12.28
429,86.6,27.06,-12.29
430,86.6,27.06,-12.29
431,86.6,26.82,-12.53
432,86.6,26.81,-12.54
433,86.6,26.82,-12.53
434,86.6,26.83,-12.53
435,86.6,26.81,-12.54
436,86.6,26.8,-12.55
437,86.6,26.78,-12.57
438,86.6,26.79,-12.57
439,86.6,26.77,-12.58
440,86.6,26.77,-12.58
441,86.6,26.77,-12.58
442,86.6,26.67,-12.68
443,86.6,26.67,-12.68
444,86.6,26.67,-12.68
445,86.6,26.66,-12.69
446,86.6,26.65,-12.7
447,86.6,26.64,-12.71
448,86.6,26.64,-12.72
449,86.6,26.65,-12.71
450,86.6,26.66,-12.7
451,86.6,26.65,-12.7
452,86.6,26.65,-12.7
453,86.59,26.49,-12.87
454,86.59,26.48,-12.87
455,86.59,26.48,-12.88
456,86.59,26.46,-12.89
457,86.59,26.46,-12.9
458,86.59,26.44,-12.91
459,86.59,26.43,-12.92
460,86.59,26.43,-12.93
461,86.59,26.42,-12.94
462,86.59,26.4,-12.95
463,86.59,26.4,-12.95
464,86.66,33.51,-5.86
465,86.66,33.49,-5.88
466,86.66,33.45,-5.92
467,86.66,33.41,-5.96
468,86.66,33.39,-5.98
469,86.66,33.35,-6.02
470,86.66,33.35,-6.02
471,86.66,33.32,-6.05
472,86.66,33.28,-6.09
473,86.66,33.24,-6.13
474,86.66,33.24,-6.13
475,86.68,39.74,0.36
476,86.68,39.69,0.3
477,86.68,39.62,0.24
478,86.68,39.56,0.17
479,86.68,39.49,0.11
480,86.68,39.43,0.05
481,86.68,39.37,-0.01
482,86.68,39.31,-0.07
483,86.68,39.26,-0.12
484,86.68,39.21,-0.17
485,86.68,39.21,-0.17
486,86.67,44.93,5.54
487,86.67,44.85,5.46
488,86.67,44.77,5.38
489,86.67,44.7,5.31
490,86.67,44.63,5.24
491,86.67,44.56,5.17
492,86.67,44.49,5.1
493,86.67,44.42,5.03
494,86.67,44.34,4.96
495,86.67,44.27,4.88
496,86.67,44.27,4.88
497,86.68,41.97,2.58
498,86.68,41.9,2.51
499,86.68,41.85,2.46
500,86.68,41.76,2.38
501,86.68,41.69,2.31
502,86.68,41.64,2.25
503,86.68,41.58,2.2
504,86.68,41.52,2.14
505,86.68,41.46,2.07
506,86.68,41.39,2
507,86.68,41.39,2
508,86.68,39.18,-0.21
509,86.68,39.14,-0.25
510,86.68,39.09,-0.3
511,86.68,39.02,-0.37
512,86.68,38.94,-0.44
513,86.68,38.94,-0.44
514,86.68,37.86,-1.53
515,86.68,37.82,-1.56
516,86.68,37.81,-1.57
517,86.69,37.82,-1.56
518,86.69,37.79,-1.58
519,86.69,37.76,-1.62
520,86.69,37.7,-1.68
521,86.69,37.65,-1.72
522,86.69,37.61,-1.76
523,86.69,37.59,-1.78
524,86.69,37.59,-1.78
525,86.69,36.01,-3.36
526,86.69,35.97,-3.4
527,86.69,35.93,-3.44
528,86.69,35.91,-3.46
529,86.69,35.86,-3.51
530,86.69,35.86,-3.51
531,86.69,35.06,-4.31
532,86.69,35.03,-4.34
533,86.69,34.99,-4.39
534,86.69,34.95,-4.42
535,86.69,34.92,-4.45
536,86.69,34.88,-4.49
537,86.69,34.84,-4.53
538,86.69,34.8,-4.57
539,86.69,34.78,-4.59
540,86.69,34.73,-4.64
541,86.69,34.73,-4.64
542,86.69,33.54,-5.83
543,86.68,33.49,-5.88
544,86.69,33.47,-5.9
545,86.69,33.43,-5.94
