 ??????=86.60,?????=26.65,?????=-12.70 
,,
,,
 ??????=86.60,?????=26.65,?????=-12.70 
,,
,,
 ??????=86.59,?????=26.49,?????=-12.87 
,,
,,
 ??????=86.59,?????=26.48,?????=-12.87 
,,
,,
 ??????=86.59,?????=26.48,?????=-12.88 
,,
,,
 ??????=86.59,?????=26.46,?????=-12.89 
,,
,,
 ??????=86.59,?????=26.46,?????=-12.90 
,,
,,
 ??????=86.59,?????=26.44,?????=-12.91 
,,
,,
 ??????=86.59,?????=26.43,?????=-12.92 
,,
,,
 ??????=86.59,?????=26.43,?????=-12.93 
,,
,,
 ??????=86.59,?????=26.42,?????=-12.94 
,,
,,
 ??????=86.59,?????=26.40,?????=-12.95 
,,
,,
 ??????=86.59,?????=26.40,?????=-12.95 
,,
,,
 ??????=86.66,?????=33.51,?????=-5.86 
,,
,,
 ??????=86.66,?????=33.49,?????=-5.88 
,,
,,
 ??????=86.66,?????=33.45,?????=-5.92 
,,
,,
 ??????=86.66,?????=33.41,?????=-5.96 
,,
,,
 ??????=86.66,?????=33.39,?????=-5.98 
,,
,,
 ??????=86.66,?????=33.35,?????=-6.02 
,,
,,
 ??????=86.66,?????=33.35,?????=-6.02 
,,
,,
 ??????=86.66,?????=33.32,?????=-6.05 
,,
,,
 ??????=86.66,?????=33.28,?????=-6.09 
,,
,,
 ??????=86.66,?????=33.24,?????=-6.13 
,,
,,
 ??????=86.66,?????=33.24,?????=-6.13 
,,
,,
 ??????=86.68,?????=39.74,?????=0.36 
,,
,,
 ??????=86.68,?????=39.69,?????=0.30 
,,
,,
 ??????=86.68,?????=39.62,?????=0.24 
,,
,,
 ??????=86.68,?????=39.56,?????=0.17 
,,
,,
 ??????=86.68,?????=39.49,?????=0.11 
,,
,,
 ??????=86.68,?????=39.43,?????=0.05 
,,
,,
 ??????=86.68,?????=39.37,?????=-0.01 
,,
,,
 ??????=86.68,?????=39.31,?????=-0.07 
,,
,,
 ??????=86.68,?????=39.26,?????=-0.12 
,,
,,
 ??????=86.68,?????=39.21,?????=-0.17 
,,
,,
 ??????=86.68,?????=39.21,?????=-0.17 
,,
,,
 ??????=86.67,?????=44.93,?????=5.54 
,,
,,
 ??????=86.67,?????=44.85,?????=5.46 
,,
,,
 ??????=86.67,?????=44.77,?????=5.38 
,,
,,
 ??????=86.67,?????=44.70,?????=5.31 
,,
,,
 ??????=86.67,?????=44.63,?????=5.24 
,,
,,
 ??????=86.67,?????=44.56,?????=5.17 
,,
,,
 ??????=86.67,?????=44.49,?????=5.10 
,,
,,
 ??????=86.67,?????=44.42,?????=5.03 
,,
,,
 ??????=86.67,?????=44.34,?????=4.96 
,,
,,
 ??????=86.67,?????=44.27,?????=4.88 
,,
,,
 ??????=86.67,?????=44.27,?????=4.88 
,,
,,
 ??????=86.68,?????=41.97,?????=2.58 
,,
,,
 ??????=86.68,?????=41.90,?????=2.51 
,,
,,
 ??????=86.68,?????=41.85,?????=2.46 
,,
,,
 ??????=86.68,?????=41.76,?????=2.38 
,,
,,
 ??????=86.68,?????=41.69,?????=2.31 
,,
,,
 ??????=86.68,?????=41.64,?????=2.25 
,,
,,
 ??????=86.68,?????=41.58,?????=2.20 
,,
,,
 ??????=86.68,?????=41.52,?????=2.14 
,,
,,
 ??????=86.68,?????=41.46,?????=2.07 
,,
,,
 ??????=86.68,?????=41.39,?????=2.00 
,,
,,
 ??????=86.68,?????=41.39,?????=2.00 
,,
,,
 ??????=86.68,?????=39.18,?????=-0.21 
,,
,,
 ??????=86.68,?????=39.14,?????=-0.25 
,,
,,
 ??????=86.68,?????=39.09,?????=-0.30 
,,
,,
 ??????=86.68,?????=39.02,?????=-0.37 
,,
,,
 ??????=86.68,?????=38.94,?????=-0.44 
,,
,,
 ??????=86.68,?????=38.94,?????=-0.44 
,,
,,
 ??????=86.68,?????=37.86,?????=-1.53 
,,
,,
 ??????=86.68,?????=37.82,?????=-1.56 
,,
,,
 ??????=86.68,?????=37.81,?????=-1.57 
,,
,,
 ??????=86.69,?????=37.82,?????=-1.56 
,,
,,
 ??????=86.69,?????=37.79,?????=-1.58 
,,
,,
 ??????=86.69,?????=37.76,?????=-1.62 
,,
,,
 ??????=86.69,?????=37.70,?????=-1.68 
,,
,,
 ??????=86.69,?????=37.65,?????=-1.72 
,,
,,
 ??????=86.69,?????=37.61,?????=-1.76 
,,
,,
 ??????=86.69,?????=37.59,?????=-1.78 
,,
,,
 ??????=86.69,?????=37.59,?????=-1.78 
,,
,,
 ??????=86.69,?????=36.01,?????=-3.36 
,,
,,
 ??????=86.69,?????=35.97,?????=-3.40 
,,
,,
 ??????=86.69,?????=35.93,?????=-3.44 
,,
,,
 ??????=86.69,?????=35.91,?????=-3.46 
,,
,,
 ??????=86.69,?????=35.86,?????=-3.51 
,,
,,
 ??????=86.69,?????=35.86,?????=-3.51 
,,
,,
 ??????=86.69,?????=35.06,?????=-4.31 
,,
,,
 ??????=86.69,?????=35.03,?????=-4.34 
,,
,,
 ??????=86.69,?????=34.99,?????=-4.39 
,,
,,
 ??????=86.69,?????=34.95,?????=-4.42 
,,
,,
 ??????=86.69,?????=34.92,?????=-4.45 
,,
,,
 ??????=86.69,?????=34.88,?????=-4.49 
,,
,,
 ??????=86.69,?????=34.84,?????=-4.53 
,,
,,
 ??????=86.69,?????=34.80,?????=-4.57 
,,
,,
 ??????=86.69,?????=34.78,?????=-4.59 
,,
,,
 ??????=86.69,?????=34.73,?????=-4.64 
,,
,,
 ??????=86.69,?????=34.73,?????=-4.64 
,,
,,
 ??????=86.69,?????=33.54,?????=-5.83 
,,
,,
 ??????=86.68,?????=33.49,?????=-5.88 
,,
,,
 ??????=86.69,?????=33.47,?????=-5.90 
,,
,,
 ??????=86.69,?????=33.43,?????=-5.94 
,,
,,
 ??????=86.68,?????=33.41,?????=-5.96 
,,
,,
 ??????=86.68,?????=33.41,?????=-5.96 
,,
,,
 ??????=86.68,?????=32.70,?????=-6.67 
,,
,,
 ??????=86.67,?????=32.66,?????=-6.71 
,,
,,
 ??????=86.67,?????=32.62,?????=-6.75 
,,
,,
 ??????=86.67,?????=32.59,?????=-6.78 
,,
,,
 ??????=86.67,?????=32.58,?????=-6.79 
,,
,,
 ??????=86.67,?????=32.53,?????=-6.84 
,,
,,
 ??????=86.67,?????=32.50,?????=-6.87 
,,
,,
 ??????=86.67,?????=32.47,?????=-6.89 
,,
,,
 ??????=86.67,?????=32.45,?????=-6.92 
,,
,,
 ??????=86.67,?????=32.43,?????=-6.94 
,,
,,
 ??????=86.67,?????=32.43,?????=-6.94 
,,
,,
 ??????=86.67,?????=31.56,?????=-7.81 
,,
,,
 ??????=86.67,?????=31.53,?????=-7.83 
,,
,,
 ??????=86.67,?????=31.52,?????=-7.85 
,,
,,
 ??????=86.67,?????=31.50,?????=-7.87 
,,
,,
 ??????=86.67,?????=31.48,?????=-7.89 
,,
,,
 ??????=86.67,?????=31.46,?????=-7.91 
,,
,,
 ??????=86.67,?????=31.44,?????=-7.93 
,,
,,
 ??????=86.67,?????=31.41,?????=-7.95 
,,
,,
 ??????=86.67,?????=31.37,?????=-7.99 
,,
,,
 ??????=86.67,?????=31.36,?????=-8.01 
,,
,,
 ??????=86.67,?????=31.36,?????=-8.01 
,,
,,
 ??????=86.66,?????=30.64,?????=-8.73 
,,
,,
 ??????=86.66,?????=30.60,?????=-8.76 
,,
,,
 ??????=86.66,?????=30.58,?????=-8.78 
,,
,,
 ??????=86.66,?????=30.56,?????=-8.80 
,,
,,
 ??????=86.66,?????=30.54,?????=-8.82 
,,
,,
 ??????=86.66,?????=30.53,?????=-8.83 
,,
,,
 ??????=86.66,?????=30.52,?????=-8.85 
,,
,,
 ??????=86.66,?????=30.50,?????=-8.87 
,,
,,
 ??????=86.66,?????=30.47,?????=-8.89 
,,
,,
 ??????=86.66,?????=30.45,?????=-8.91 
,,
,,
 ??????=86.66,?????=30.45,?????=-8.91 
,,
,,
 ??????=86.65,?????=29.66,?????=-9.71 
,,
,,
 ??????=86.65,?????=29.64,?????=-9.73 
,,
,,
 ??????=86.65,?????=29.61,?????=-9.76 
,,
,,
 ??????=86.65,?????=29.59,?????=-9.77 
,,
,,
 ??????=86.65,?????=29.60,?????=-9.77 
,,
,,
 ??????=86.65,?????=29.58,?????=-9.79 
,,
,,
 ??????=86.65,?????=29.56,?????=-9.80 
,,
,,
 ??????=86.65,?????=29.56,?????=-9.80 
,,
,,
 ??????=86.65,?????=29.53,?????=-9.83 
,,
,,
 ??????=86.65,?????=29.51,?????=-9.86 
,,
,,
 ??????=86.65,?????=29.51,?????=-9.86 
,,
,,
 ??????=86.65,?????=28.90,?????=-10.47 
,,
,,
 ??????=86.65,?????=28.88,?????=-10.48 
,,
,,
 ??????=86.65,?????=28.86,?????=-10.51 
,,
,,
 ??????=86.65,?????=28.84,?????=-10.53 
,,
,,
 ??????=86.65,?????=28.83,?????=-10.53 
,,
,,
 ??????=86.65,?????=28.80,?????=-10.57 
,,
,,
 ??????=86.65,?????=28.78,?????=-10.58 
,,
,,
 ??????=86.65,?????=28.79,?????=-10.58 
,,
,,
 ??????=86.65,?????=28.79,?????=-10.57 
,,
,,
 ??????=86.65,?????=28.78,?????=-10.58 
,,
,,
 ??????=86.65,?????=28.78,?????=-10.58 
,,
,,
 ??????=86.64,?????=28.36,?????=-11.01 
,,
,,
 ??????=86.64,?????=28.36,?????=-11.00 
,,
,,
 ??????=86.64,?????=28.36,?????=-11.01 
,,
,,
 ??????=86.64,?????=28.36,?????=-11.01 
,,
,,
 ??????=86.64,?????=28.34,?????=-11.03 
,,
,,
 ??????=86.64,?????=28.32,?????=-11.05 
,,
,,
 ??????=86.64,?????=28.31,?????=-11.06 
,,
,,
 ??????=86.64,?????=28.30,?????=-11.07 
,,
,,
 ??????=86.64,?????=28.28,?????=-11.09 
,,
,,
 ??????=86.64,?????=28.28,?????=-11.09 
,,
,,
 ??????=86.64,?????=28.28,?????=-11.09 
,,
,,
 ??????=86.64,?????=27.96,?????=-11.41 
,,
,,
 ??????=86.64,?????=27.97,?????=-11.40 
,,
,,
 ??????=86.64,?????=27.96,?????=-11.41 
,,
,,
 ??????=86.64,?????=27.95,?????=-11.42 
,,
,,
 ??????=86.64,?????=27.94,?????=-11.43 
,,
,,
 ??????=86.64,?????=27.93,?????=-11.44 
,,
,,
 ??????=86.64,?????=27.91,?????=-11.46 
,,
,,
 ??????=86.64,?????=27.90,?????=-11.47 
,,
,,
 ??????=86.64,?????=27.89,?????=-11.48 
,,
,,
 ??????=86.64,?????=27.89,?????=-11.48 
,,
,,
 ??????=86.64,?????=27.89,?????=-11.48 
,,
,,
 ??????=86.63,?????=27.65,?????=-11.72 
,,
,,
 ??????=86.63,?????=27.63,?????=-11.74 
,,
,,
 ??????=86.63,?????=27.63,?????=-11.74 
,,
,,
 ??????=86.63,?????=27.61,?????=-11.75 
,,
,,
 ??????=86.63,?????=27.61,?????=-11.76 
,,
,,
 ??????=86.63,?????=27.61,?????=-11.76 
,,
,,
 ??????=86.63,?????=27.61,?????=-11.76 
,,
,,
 ??????=86.63,?????=27.60,?????=-11.76 
,,
,,
 ??????=86.63,?????=27.61,?????=-11.76 
,,
,,
 ??????=86.63,?????=27.61,?????=-11.76 
,,
,,
 ??????=86.63,?????=27.61,?????=-11.76 
,,
,,
 ??????=86.62,?????=27.35,?????=-12.02 
,,
,,
 ??????=86.62,?????=27.34,?????=-12.02 
,,
,,
 ??????=86.62,?????=27.33,?????=-12.04 
,,
,,
 ??????=86.62,?????=27.31,?????=-12.05 
,,
,,
 ??????=86.62,?????=27.32,?????=-12.05 
,,
,,
 ??????=86.62,?????=27.30,?????=-12.07 
,,
,,
 ??????=86.62,?????=27.27,?????=-12.09 
,,
,,
 ??????=86.62,?????=27.26,?????=-12.11 
,,
,,
 ??????=86.62,?????=27.25,?????=-12.12 
,,
,,
 ??????=86.62,?????=27.24,?????=-12.13 
,,
,,
 ??????=86.62,?????=27.24,?????=-12.13 
,,
,,
 ??????=86.61,?????=26.97,?????=-12.39 
,,
,,
 ??????=86.61,?????=26.96,?????=-12.41 
,,
,,
 ??????=86.61,?????=26.96,?????=-12.41 
,,
,,
 ??????=86.61,?????=26.95,?????=-12.42 
,,
,,
 ??????=86.61,?????=26.96,?????=-12.41 
,,
,,
 ??????=86.61,?????=26.97,?????=-12.40 
,,
,,
 ??????=86.61,?????=26.95,?????=-12.42 
,,
,,
 ??????=86.61,?????=26.96,?????=-12.41 
,,
,,
 ??????=86.61,?????=26.96,?????=-12.41 
,,
,,
 ??????=86.61,?????=26.96,?????=-12.41 
,,
,,
 ??????=86.61,?????=26.96,?????=-12.41 
,,
,,
 ??????=86.60,?????=26.78,?????=-12.59 
,,
,,
 ??????=86.60,?????=26.78,?????=-12.59 
,,
,,
 ??????=86.60,?????=26.78,?????=-12.59 
,,
,,
 ??????=86.60,?????=26.78,?????=-12.59 
,,
,,
 ??????=86.60,?????=26.77,?????=-12.60 
,,
,,
 ??????=86.60,?????=26.76,?????=-12.61 
,,
,,
 ??????=86.60,?????=26.74,?????=-12.63 
,,
,,
 ??????=86.60,?????=26.74,?????=-12.63 
,,
,,
 ??????=86.60,?????=26.74,?????=-12.63 
,,
,,
 ??????=86.60,?????=26.72,?????=-12.65 
,,
,,
 ??????=86.60,?????=26.72,?????=-12.65 
,,
,,
 ??????=86.66,?????=33.82,?????=-5.56 
,,
,,
 ??????=86.66,?????=33.78,?????=-5.60 
,,
,,
 ??????=86.66,?????=33.75,?????=-5.63 
,,
,,
 ??????=86.66,?????=33.71,?????=-5.67 
,,
,,
 ??????=86.66,?????=33.67,?????=-5.71 
,,
,,
 ??????=86.66,?????=33.63,?????=-5.75 
,,
,,
 ??????=86.66,?????=33.61,?????=-5.78 
,,
,,
 ??????=86.66,?????=33.56,?????=-5.82 
,,
,,
 ??????=86.66,?????=33.52,?????=-5.86 
,,
,,
 ??????=86.66,?????=33.48,?????=-5.90 
,,
,,
 ??????=86.66,?????=33.48,?????=-5.90 
,,
,,
 ??????=86.68,?????=39.89,?????=0.49 
,,
,,
 ??????=86.68,?????=39.82,?????=0.43 
,,
,,
 ??????=86.68,?????=39.76,?????=0.36 
,,
,,
 ??????=86.68,?????=39.71,?????=0.31 
,,
,,
 ??????=86.68,?????=39.66,?????=0.27 
,,
,,
 ??????=86.68,?????=39.60,?????=0.21 
,,
,,
 ??????=86.68,?????=39.54,?????=0.15 
,,
,,
 ??????=86.68,?????=39.48,?????=0.09 
,,
,,
 ??????=86.68,?????=39.45,?????=0.05 
,,
,,
 ??????=86.68,?????=39.38,?????=-0.01 
,,
,,
 ??????=86.68,?????=39.38,?????=-0.01 
,,
,,
 ??????=86.68,?????=37.66,?????=-1.73 
,,
,,
 ??????=86.68,?????=37.63,?????=-1.76 
,,
,,
 ??????=86.68,?????=37.59,?????=-1.80 
,,
,,
 ??????=86.68,?????=37.56,?????=-1.83 
,,
,,
 ??????=86.68,?????=37.51,?????=-1.88 
,,
,,
 ??????=86.68,?????=37.46,?????=-1.93 
,,
,,
 ????,,
