0906_10:56:17,93.7885
0906_10:56:17,93.7904
0906_10:56:17,93.7877
0906_10:56:17,93.7887
0906_10:56:17,93.7901
0906_10:56:17,93.7899
0906_10:56:18,93.7923
0906_10:56:18,93.7933
0906_10:56:18,93.7849
0906_10:56:18,93.7869
0906_10:56:18,93.7830
0906_10:56:19,93.7868
0906_10:56:19,93.7878
0906_10:56:19,93.7879
0906_10:56:19,93.7876
0906_10:56:19,93.7846
0906_10:56:19,93.7848
0906_10:56:20,93.7853
0906_10:56:20,93.7877
0906_10:56:20,93.7883
0906_10:56:20,93.7870
0906_10:56:20,93.7879
0906_10:56:20,93.7897
0906_10:56:21,93.7854
0906_10:56:21,93.7875
0906_10:56:21,93.7881
0906_10:56:21,93.7870
0906_10:56:21,93.7902
0906_10:56:21,93.7883
0906_10:56:22,93.7875
0906_10:56:22,93.7873
0906_10:56:22,93.7891
0906_10:56:22,93.7888
0906_10:56:22,93.7911
0906_10:56:23,93.7921
0906_10:56:23,93.7835
0906_10:56:23,93.7856
0906_10:56:23,93.7831
0906_10:56:23,93.7861
0906_10:56:23,93.7863
0906_10:56:24,93.7858
0906_10:56:24,93.7838
0906_10:56:24,93.7835
0906_10:56:24,93.7838
0906_10:56:24,93.7877
0906_10:56:24,93.7864
0906_10:56:25,93.7851
0906_10:56:25,93.7827
0906_10:56:25,93.7830
0906_10:56:25,93.7843
0906_10:56:25,93.7817
0906_10:56:25,93.7846
0906_10:56:26,93.7836
0906_10:56:26,93.7836
0906_10:56:26,93.7806
0906_10:56:26,93.7795
0906_10:56:26,93.7778
0906_10:56:27,93.7759
0906_10:56:27,93.7754
0906_10:56:27,93.7749
0906_10:56:27,93.7762
0906_10:56:27,93.7730
0906_10:56:27,93.7751
0906_10:56:28,93.7737
0906_10:56:28,93.7726
0906_10:56:28,93.7765
0906_10:56:28,93.7740
0906_10:56:28,93.7733
0906_10:56:28,93.7741
0906_10:56:29,93.7687
0906_10:56:29,93.7673
0906_10:56:29,93.7667
0906_10:56:29,93.7670
0906_10:56:29,93.7663
0906_10:56:29,93.7694
0906_10:56:30,93.7676
0906_10:56:30,93.7681
0906_10:56:30,93.7729
0906_10:56:30,93.7681
0906_10:56:30,93.7684
0906_10:56:30,93.7678
0906_10:56:31,93.7684
0906_10:56:31,93.7630
0906_10:56:31,93.7653
0906_10:56:31,93.7665
0906_10:56:31,93.7702
0906_10:56:32,93.7662
0906_10:56:32,93.7668
0906_10:56:32,93.7710
0906_10:56:32,93.7691
0906_10:56:32,93.7693
0906_10:56:32,93.7729
0906_10:56:33,93.7687
0906_10:56:33,93.7713
0906_10:56:33,93.7709
0906_10:56:33,93.7676
0906_10:56:33,93.7725
0906_10:56:33,93.7703
0906_10:56:34,93.7723
0906_10:56:34,93.7715
0906_10:56:34,93.7729
0906_10:56:34,93.7770
0906_10:56:34,93.7784
0906_10:56:34,93.7788
0906_10:56:35,93.7781
0906_10:56:35,93.7827
0906_10:56:35,93.7802
0906_10:56:35,93.7782
0906_10:56:35,93.7785
0906_10:56:36,93.7783
0906_10:56:36,93.7782
0906_10:56:36,93.7798
0906_10:56:36,93.7784
0906_10:56:36,93.7775
0906_10:56:36,93.7770
0906_10:56:37,93.7734
0906_10:56:37,93.7738
0906_10:56:37,93.7755
0906_10:56:37,93.7738
0906_10:56:37,93.7765
0906_10:56:37,93.7855
0906_10:56:38,93.7760
0906_10:56:38,93.7799
0906_10:56:38,93.7804
0906_10:56:38,93.7829
0906_10:56:38,93.7854
0906_10:56:38,93.7863
0906_10:56:39,93.7865
0906_10:56:39,93.7820
0906_10:56:39,93.7804
0906_10:56:39,93.7798
0906_10:56:39,93.7831
0906_10:56:39,93.7886
0906_10:56:40,93.8081
0906_10:56:40,93.8175
0906_10:56:40,93.8054
0906_10:56:40,93.8062
0906_10:56:40,93.8016
0906_10:56:41,93.7951
0906_10:56:41,93.7905
0906_10:56:41,93.7900
0906_10:56:41,93.7872
0906_10:56:41,93.7835
0906_10:56:41,93.7847
0906_10:56:42,93.7819
0906_10:56:42,93.7881
0906_10:56:42,93.7853
0906_10:56:42,93.7870
0906_10:56:42,93.7887
0906_10:56:42,93.7919
0906_10:56:43,93.7958
0906_10:56:43,93.7904
0906_10:56:43,93.7826
0906_10:56:43,93.7764
0906_10:56:43,93.7752
0906_10:56:43,93.7747
0906_10:56:44,93.7718
0906_10:56:44,93.7717
0906_10:56:44,93.7728
0906_10:56:44,93.7759
0906_10:56:44,93.7766
0906_10:56:45,93.7778
0906_10:56:45,93.7779
0906_10:56:45,93.7824
0906_10:56:45,93.7811
0906_10:56:45,93.7824
0906_10:56:45,93.7811
0906_10:56:46,93.7834
0906_10:56:46,93.7816
0906_10:56:46,93.7847
0906_10:56:46,93.7899
0906_10:56:46,93.7885
0906_10:56:46,93.7987
0906_10:56:47,93.8129
0906_10:56:47,93.8173
0906_10:56:47,93.8197
0906_10:56:47,93.8070
0906_10:56:47,93.8148
0906_10:56:47,93.8142
0906_10:56:48,93.8118
0906_10:56:48,93.8147
0906_10:56:48,93.8021
0906_10:56:48,93.7918
0906_10:56:48,93.7900
0906_10:56:49,93.7856
0906_10:56:49,93.7876
0906_10:56:49,93.7901
0906_10:56:49,93.7865
0906_10:56:49,93.7800
0906_10:56:49,93.7816
0906_10:56:50,93.7788
0906_10:56:50,93.7811
0906_10:56:50,93.7830
0906_10:56:50,93.7835
0906_10:56:50,93.7836
0906_10:56:50,93.7813
0906_10:56:51,93.7820
0906_10:56:51,93.7770
0906_10:56:51,93.7790
0906_10:56:51,93.7790
0906_10:56:51,93.7794
0906_10:56:51,93.7773
0906_10:56:52,93.7844
0906_10:56:52,93.7817
0906_10:56:52,93.7800
0906_10:56:52,93.7801
0906_10:56:52,93.7798
0906_10:56:52,93.7795
0906_10:56:53,93.7778
0906_10:56:53,93.7767
0906_10:56:53,93.7802
0906_10:56:53,93.7793
0906_10:56:53,93.7793
0906_10:56:54,93.7774
0906_10:56:54,93.7752
0906_10:56:54,93.7758
0906_10:56:54,93.7756
0906_10:56:54,93.7733
0906_10:56:54,93.7742
0906_10:56:55,93.7737
0906_10:56:55,93.7767
0906_10:56:55,93.7737
0906_10:56:55,93.7711
0906_10:56:55,93.7745
0906_10:56:55,93.7756
0906_10:56:56,93.7723
0906_10:56:56,93.7732
0906_10:56:56,93.7730
0906_10:56:56,93.7705
0906_10:56:56,93.7690
0906_10:56:56,93.7718
0906_10:56:57,93.7708
0906_10:56:57,93.7706
0906_10:56:57,93.7720
0906_10:56:57,93.7687
0906_10:56:57,93.7714
0906_10:56:57,93.7715
0906_10:56:58,93.7690
0906_10:56:58,93.7703
0906_10:56:58,93.7675
0906_10:56:58,93.7690
0906_10:56:58,93.7728
0906_10:56:59,93.7698
0906_10:56:59,93.7681
0906_10:56:59,93.7717
0906_10:56:59,93.7697
0906_10:56:59,93.7676
0906_10:56:59,93.7671
0906_10:57:00,93.7673
0906_10:57:00,93.7681
0906_10:57:00,93.7706
0906_10:57:00,93.7698
0906_10:57:00,93.7706
0906_10:57:00,93.7700
0906_10:57:01,93.7703
0906_10:57:01,93.7705
0906_10:57:01,93.7694
0906_10:57:01,93.7684
0906_10:57:01,93.7712
0906_10:57:01,93.7701
0906_10:57:02,93.7706
0906_10:57:02,93.7698
0906_10:57:02,93.7684
0906_10:57:02,93.7688
0906_10:57:02,93.7692
0906_10:57:02,93.7706
0906_10:57:03,93.7661
0906_10:57:03,93.7660
0906_10:57:03,93.7669
0906_10:57:03,93.7682
0906_10:57:03,93.7682
0906_10:57:04,93.7680
0906_10:57:04,93.7694
0906_10:57:04,93.7675
0906_10:57:04,93.7673
0906_10:57:04,93.7665
0906_10:57:04,93.7637
0906_10:57:05,93.7631
0906_10:57:05,93.7625
0906_10:57:05,93.7645
0906_10:57:05,93.7673
0906_10:57:05,93.7657
0906_10:57:05,93.7640
0906_10:57:06,93.7664
0906_10:57:06,93.7683
0906_10:57:06,93.7645
0906_10:57:06,93.7631
0906_10:57:06,93.7634
0906_10:57:06,93.7652
0906_10:57:07,93.7618
0906_10:57:07,93.7624
0906_10:57:07,93.7621
0906_10:57:07,93.7616
0906_10:57:07,93.7671
0906_10:57:07,93.7657
0906_10:57:08,93.7659
0906_10:57:08,93.7644
0906_10:57:08,93.7672
0906_10:57:08,93.7657
0906_10:57:08,93.7639
0906_10:57:09,93.7658
0906_10:57:09,93.7632
0906_10:57:09,93.7605
0906_10:57:09,93.7633
0906_10:57:09,93.7616
0906_10:57:09,93.7635
0906_10:57:10,93.7622
0906_10:57:10,93.7659
0906_10:57:10,93.7660
0906_10:57:10,93.7662
