0906_11:22:48,93.7847
0906_11:22:48,93.7850
0906_11:22:48,93.7851
0906_11:22:49,93.7828
0906_11:22:49,93.7864
0906_11:22:49,93.7840
0906_11:22:49,93.7823
0906_11:22:49,93.7834
0906_11:22:49,93.7852
0906_11:22:49,93.7856
0906_11:22:49,93.7830
0906_11:22:50,93.7834
0906_11:22:50,93.7861
0906_11:22:50,93.7833
0906_11:22:50,93.7855
0906_11:22:50,93.7807
0906_11:22:50,93.7827
0906_11:22:50,93.7810
0906_11:22:50,93.7800
0906_11:22:51,93.7827
0906_11:22:51,93.7809
0906_11:22:51,93.7853
0906_11:22:51,93.7848
0906_11:22:51,93.7830
0906_11:22:51,93.7853
0906_11:22:51,93.7859
0906_11:22:51,93.7841
0906_11:22:52,93.7845
0906_11:22:52,93.7842
0906_11:22:52,93.7830
0906_11:22:52,93.7812
0906_11:22:52,93.7845
0906_11:22:52,93.7802
0906_11:22:52,93.7808
0906_11:22:52,93.7849
0906_11:22:53,93.7779
0906_11:22:53,93.7788
0906_11:22:53,93.7809
0906_11:22:53,93.7819
0906_11:22:53,93.7844
0906_11:22:53,93.7852
0906_11:22:53,93.7828
0906_11:22:53,93.7823
0906_11:22:54,93.7811
0906_11:22:54,93.7846
0906_11:22:54,93.7845
0906_11:22:54,93.7823
0906_11:22:54,93.7817
0906_11:22:54,93.7812
0906_11:22:54,93.7851
0906_11:22:54,93.7846
0906_11:22:55,93.7837
0906_11:22:55,93.7822
0906_11:22:55,93.7835
0906_11:22:55,93.7861
0906_11:22:55,93.7841
0906_11:22:55,93.7843
0906_11:22:55,93.7847
0906_11:22:56,93.7838
0906_11:22:56,93.7824
0906_11:22:56,93.7847
0906_11:22:56,93.7859
0906_11:22:56,93.7856
0906_11:22:56,93.7839
0906_11:22:56,93.7841
0906_11:22:56,93.7832
0906_11:22:57,93.7818
0906_11:22:57,93.7833
0906_11:22:57,93.7827
0906_11:22:57,93.7807
0906_11:22:57,93.7837
0906_11:22:57,93.7848
0906_11:22:57,93.7842
0906_11:22:57,93.7844
0906_11:22:58,93.7857
0906_11:22:58,93.7867
0906_11:22:58,93.7890
0906_11:22:58,93.7860
0906_11:22:58,93.7868
0906_11:22:58,93.7871
0906_11:22:58,93.7882
0906_11:22:58,93.7859
0906_11:22:59,93.7839
0906_11:22:59,93.7842
0906_11:22:59,93.7860
0906_11:22:59,93.7863
0906_11:22:59,93.7836
0906_11:22:59,93.7830
0906_11:22:59,93.7830
0906_11:22:59,93.7859
